Transaction,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Discount_Percentage,Season,Promotion,Channel
100000766,31/07/20 21:26,Audrey Perry,Chicken,1,117.26,UPI,Miami,15,Autumn,BOGO (Buy One Get One),Warehouse
100000767,22/01/25 11:39,Nicholas James,"Honey, Soda, Paper Towels",3,81.58,Debit Card,San Francisco,25,Autumn,BOGO (Buy One Get One),Warehouse
100000768,26/01/21 2:02,Michael Thompson,"Toothpaste, Bread",2,99.56,UPI,Chicago,15,Autumn,Discount on Selected Items,Warehouse
100000769,15/12/22 2:16,Laura Wright,"Olive Oil, Shaving Cream",2,106.73,UPI,Los Angeles,15,Spring,BOGO (Buy One Get One),Warehouse
100000770,10/02/20 1:19,Kevin Webb,Garden Hose,1,78.59,Debit Card,Chicago,15,Winter,None,Warehouse
100000771,17/09/25 23:37,Christian Garcia,"Vacuum Cleaner, Salmon, Chicken, Bread",4,83.89,Credit Card,San Francisco,20,Winter,None,Warehouse
100000772,22/01/20 12:33,Andrew Gregory,"Ketchup, Olive Oil",2,102.3,Debit Card,Boston,5,Autumn,None,Warehouse
100000773,02/04/25 21:54,Derrick Jacobs,Honey,1,110.28,Credit Card,Los Angeles,15,Autumn,BOGO (Buy One Get One),Warehouse
100000774,02/05/22 0:13,Rachel Rosario,"Garden Hose, Mustard, Chicken",3,118.12,Mobile Payment,New York,5,Spring,BOGO (Buy One Get One),Warehouse
100000775,05/02/26 13:57,James King,"Paper Towels, Mustard, Bread, Spinach",4,44.89,UPI,San Francisco,25,Winter,BOGO (Buy One Get One),Warehouse
100000776,11/09/20 17:43,John Cardenas,"Mustard, Spinach",2,92.88,UPI,Miami,20,Spring,None,Warehouse
100000777,04/10/20 16:02,Dawn Larson,"Garden Hose, Spinach, Bread",3,43.66,Mobile Payment,Chicago,20,Summer,None,Warehouse
100000778,01/01/20 4:58,Jeremy Taylor,"Garden Hose, Shaving Cream, Salmon, Shampoo",4,25.99,Debit Card,Chicago,20,Summer,None,Warehouse
100000779,06/10/25 13:49,Caitlin Miller,"Soda, Light Bulbs, Spinach",3,87.63,Credit Card,San Francisco,20,Spring,BOGO (Buy One Get One),Warehouse
100000780,08/12/20 4:43,Tamara Gonzalez,Honey,1,11.63,Credit Card,San Francisco,25,Spring,BOGO (Buy One Get One),Warehouse
100000781,15/01/25 23:56,James Reese,"Ketchup, Vacuum Cleaner, Mustard",3,87.54,Credit Card,Boston,25,Spring,None,Warehouse
100000782,03/12/24 16:53,Chad Ward,"Bread, Honey, Garden Hose",3,32.62,UPI,New York,25,Spring,BOGO (Buy One Get One),Warehouse
100000783,22/03/20 5:46,Cindy Beasley,"Soda, Light Bulbs, Trash Bags, Ketchup",4,69.22,Credit Card,Seattle,0,Winter,None,Warehouse
100000784,20/12/25 22:47,Teresa Blackburn,"Chicken, Honey, Light Bulbs, Vacuum Cleaner",4,42.12,Mobile Payment,Chicago,10,Winter,Discount on Selected Items,Warehouse
100000785,14/11/24 5:39,Sara Byrd,"Hair Gel, Trash Bags, Soda, Salmon",4,95.13,Mobile Payment,Los Angeles,30,Summer,Discount on Selected Items,Warehouse
100000786,25/07/25 23:33,Maria Wheeler,Mustard,1,76.48,Debit Card,Boston,15,Spring,None,Warehouse
100000787,12/03/23 18:33,Edward Valenzuela,"Salmon, Chicken, Paper Towels, Trash Bags",4,83.02,Mobile Payment,Houston,30,Autumn,BOGO (Buy One Get One),Warehouse
100000788,25/06/22 14:19,Hailey Cruz,"Shampoo, Spinach",2,51.13,Credit Card,Los Angeles,10,Winter,BOGO (Buy One Get One),Warehouse
100000789,25/06/25 15:51,Adam Mcdonald,"Spinach, Shampoo, Toothpaste, Bread",4,31.98,Debit Card,Seattle,25,Summer,BOGO (Buy One Get One),Warehouse
100000790,25/03/21 15:10,Dawn Torres,"Salmon, Honey, Trash Bags, Garden Hose",4,114.23,Debit Card,Boston,30,Summer,BOGO (Buy One Get One),Warehouse
100000791,05/04/24 21:33,Valerie Gordon,"Mustard, Shaving Cream, Bread",3,29.14,Mobile Payment,Miami,5,Summer,Discount on Selected Items,Warehouse
100000792,30/04/21 18:34,Craig White,Vacuum Cleaner,1,75.68,Debit Card,Houston,15,Spring,None,Warehouse
100000793,30/06/25 8:00,Tami Alexander,"Honey, Shaving Cream, Dish Soap",3,79.93,UPI,Miami,25,Winter,Discount on Selected Items,Warehouse
100000794,28/04/21 21:30,Mr. Corey Moore,"Trash Bags, Olive Oil",2,68.5,Debit Card,New York,5,Spring,None,Warehouse
100000795,17/02/24 4:00,Eddie Greene,"Chicken, Shaving Cream",2,74.21,Debit Card,Chicago,15,Spring,None,Warehouse
100000796,28/01/21 3:05,Amanda Estes,Ketchup,1,78.38,Credit Card,Boston,10,Spring,None,Warehouse
100000797,21/07/23 19:14,Jack Vargas,"Shaving Cream, Paper Towels, Vacuum Cleaner, Garden Hose",4,40.52,Mobile Payment,Seattle,10,Summer,None,Warehouse
100000798,23/03/21 23:41,Jason Oliver,"Spinach, Chicken, Paper Towels",3,57.21,UPI,Seattle,20,Spring,None,Warehouse
100000799,14/07/23 18:38,Kimberly Archer,"Hair Gel, Mustard, Shaving Cream, Spinach",4,97.55,Credit Card,New York,5,Summer,BOGO (Buy One Get One),Warehouse
100000800,30/04/22 3:09,Ryan Parker,"Shaving Cream, Dish Soap, Trash Bags",3,14.1,Mobile Payment,Boston,15,Summer,None,Warehouse
100000801,31/01/22 2:16,Bryan Hayden,"Toothpaste, Paper Towels, Trash Bags",3,95.74,UPI,Boston,10,Winter,None,Warehouse
100000802,07/09/21 14:44,Shawn Reid,Mustard,1,63.48,Mobile Payment,Los Angeles,30,Autumn,None,Warehouse
100000803,19/10/20 21:07,Ann Larson,"Olive Oil, Shampoo",2,28.15,Credit Card,San Francisco,25,Summer,None,Warehouse
100000804,16/07/25 6:51,Brandy Campos,"Hair Gel, Mustard, Shaving Cream",3,30.65,Mobile Payment,Chicago,30,Autumn,Discount on Selected Items,Warehouse
100000805,12/12/23 17:38,Bobby Smith,"Hair Gel, Mustard",2,51.77,UPI,Chicago,15,Summer,None,Warehouse
100000806,12/03/20 21:15,Thomas Miller,Hair Gel,1,100.18,Mobile Payment,Chicago,5,Autumn,Discount on Selected Items,Warehouse
100000807,05/07/22 18:11,Mary Browning,"Light Bulbs, Garden Hose",2,114.7,Mobile Payment,Houston,10,Spring,BOGO (Buy One Get One),Warehouse
100000808,26/08/22 10:16,Phillip Reynolds,"Garden Hose, Hair Gel, Shaving Cream",3,19.6,Credit Card,Chicago,15,Autumn,Discount on Selected Items,Warehouse
100000809,08/06/20 17:27,Isaiah Robinson,"Chicken, Dish Soap, Salmon",3,90.11,Mobile Payment,New York,10,Autumn,None,Warehouse
100000810,06/06/25 1:30,Russell Jones,"Salmon, Spinach, Bread, Chicken",4,29.91,Debit Card,Chicago,0,Autumn,None,Warehouse
100000811,29/08/25 23:08,Cameron Smith,"Bread, Shampoo, Soda, Garden Hose",4,92.13,Credit Card,Boston,0,Autumn,None,Warehouse
100000812,09/04/23 7:10,Brittany York,"Hair Gel, Spinach",2,95.45,Debit Card,Los Angeles,30,Summer,BOGO (Buy One Get One),Warehouse
100000813,24/07/21 17:06,Tonya Kirk,"Toothpaste, Chicken, Honey, Garden Hose",4,20.36,Debit Card,Chicago,25,Autumn,None,Warehouse
100000814,20/10/20 14:30,Eric Morgan,Vacuum Cleaner,1,67.98,Mobile Payment,Houston,10,Autumn,None,Warehouse
100000815,12/12/20 19:49,Robert Cabrera,Vacuum Cleaner,1,64.59,Debit Card,Houston,30,Summer,BOGO (Buy One Get One),Warehouse
100000816,10/01/21 10:05,Amber Lee,"Shampoo, Spinach, Vacuum Cleaner",3,27.18,Debit Card,Houston,5,Summer,Discount on Selected Items,Warehouse
100000817,07/04/25 13:32,Vanessa Weiss,"Olive Oil, Light Bulbs, Dish Soap",3,81.88,UPI,San Francisco,20,Summer,Discount on Selected Items,Warehouse
100000818,27/02/23 7:28,Scott Huynh,Ketchup,1,70.38,Debit Card,Boston,20,Winter,BOGO (Buy One Get One),Warehouse
100000819,04/02/25 2:09,Ian Smith,"Shaving Cream, Spinach, Shampoo",3,54.1,UPI,Los Angeles,5,Spring,None,Warehouse
100000820,30/10/23 0:14,Cory Williams,"Chicken, Paper Towels, Garden Hose",3,44.63,UPI,Houston,30,Spring,None,Warehouse
100000821,01/01/21 2:18,Tara Gonzalez MD,"Garden Hose, Spinach, Paper Towels, Dish Soap",4,57.82,Mobile Payment,San Francisco,30,Spring,Discount on Selected Items,Warehouse
100000822,07/02/20 15:48,Dr. Debra Garcia DVM,"Toothpaste, Honey",2,108.09,Debit Card,Houston,0,Spring,Discount on Selected Items,Warehouse
100000823,06/10/20 14:43,Randall Smith,"Trash Bags, Paper Towels, Salmon, Light Bulbs",4,79.88,Credit Card,Miami,20,Winter,BOGO (Buy One Get One),Warehouse
100000824,30/03/20 16:38,Susan Diaz,"Vacuum Cleaner, Toothpaste, Dish Soap, Chicken",4,26.16,Credit Card,Boston,10,Spring,BOGO (Buy One Get One),Warehouse
100000825,16/11/22 20:40,Donald Martin,"Shampoo, Salmon, Shaving Cream",3,38.18,Debit Card,Houston,15,Winter,BOGO (Buy One Get One),Warehouse
100000826,10/06/22 18:17,Kelly Conley,"Mustard, Vacuum Cleaner",2,28.99,UPI,Chicago,20,Spring,None,Warehouse
100000827,01/09/22 13:40,Caroline Cooper,Salmon,1,16.58,Debit Card,New York,0,Spring,None,Warehouse
100000828,16/12/24 13:15,Deborah Adkins,"Hair Gel, Trash Bags",2,41.26,Debit Card,Houston,15,Winter,BOGO (Buy One Get One),Warehouse
100000829,29/01/24 20:15,Donna Turner,"Salmon, Mustard, Bread",3,54.98,Credit Card,New York,10,Spring,Discount on Selected Items,Warehouse
100000830,22/07/25 22:42,Connor Donovan,"Shampoo, Garden Hose",2,66.64,Mobile Payment,Houston,30,Autumn,None,Warehouse
100000831,28/07/23 20:28,Cassie Morales,"Chicken, Shaving Cream, Garden Hose, Soda",4,92.16,Credit Card,Miami,0,Summer,Discount on Selected Items,Warehouse
100000832,18/03/20 1:20,Matthew Smith,"Olive Oil, Chicken, Ketchup, Spinach",4,108.45,UPI,Boston,15,Summer,Discount on Selected Items,Warehouse
100000833,02/04/24 6:32,Andrew Booth,"Ketchup, Hair Gel, Paper Towels, Olive Oil",4,118.1,Mobile Payment,Los Angeles,10,Autumn,BOGO (Buy One Get One),Warehouse
100000834,24/12/24 14:36,David Shaffer,"Olive Oil, Trash Bags, Shaving Cream, Vacuum Cleaner",4,69.74,Credit Card,Chicago,0,Winter,BOGO (Buy One Get One),Warehouse
100000835,08/04/25 17:50,Andrea Arias,"Shaving Cream, Trash Bags",2,35.9,UPI,Los Angeles,10,Summer,BOGO (Buy One Get One),Warehouse
100000836,06/01/25 11:02,Ashley Montes,Garden Hose,1,83.48,UPI,Houston,10,Spring,Discount on Selected Items,Warehouse
100000837,19/05/25 11:45,Dawn Shelton,"Trash Bags, Bread",2,87.59,Credit Card,Miami,15,Winter,Discount on Selected Items,Warehouse
100000838,09/09/24 12:36,Leah Simon,"Spinach, Salmon",2,114.36,Mobile Payment,Houston,5,Summer,BOGO (Buy One Get One),Warehouse
100000839,18/01/25 17:34,Marcus Stephenson,"Garden Hose, Soda",2,107.72,UPI,Chicago,20,Summer,BOGO (Buy One Get One),Warehouse
100000840,01/06/20 2:44,Andrea Vasquez,"Toothpaste, Bread",2,62.4,UPI,New York,20,Spring,Discount on Selected Items,Warehouse
100000841,02/07/22 18:00,Taylor Scott,"Toothpaste, Paper Towels, Olive Oil",3,73.71,Mobile Payment,Miami,20,Winter,None,Warehouse
100000842,10/02/21 3:33,Dan Brown II,"Shaving Cream, Mustard",2,67.25,UPI,Los Angeles,30,Winter,None,Warehouse
100000843,16/04/21 17:21,Brittany Sharp,"Toothpaste, Shampoo, Paper Towels, Garden Hose",4,15.8,Mobile Payment,Chicago,0,Spring,None,Warehouse
100000844,02/05/21 21:46,Taylor Collins,"Salmon, Mustard, Vacuum Cleaner",3,115.11,UPI,Miami,10,Summer,None,Warehouse
100000845,13/04/20 20:25,Christy Frazier,"Garden Hose, Shampoo, Spinach, Toothpaste",4,34.94,Mobile Payment,San Francisco,10,Autumn,BOGO (Buy One Get One),Warehouse
100000846,22/03/25 20:54,Brian King,"Chicken, Bread, Toothpaste, Light Bulbs",4,75.03,UPI,New York,30,Winter,None,Warehouse
100000847,21/12/23 19:20,Chad Warren,"Dish Soap, Honey",2,39.72,UPI,Miami,25,Winter,None,Warehouse
100000848,17/04/22 9:42,Brandi Mills,"Dish Soap, Paper Towels, Hair Gel, Soda",4,74.12,Mobile Payment,Boston,30,Autumn,None,Warehouse
100000849,21/01/23 21:29,Daniel Fields,"Soda, Shampoo, Light Bulbs, Salmon",4,52.42,UPI,Los Angeles,25,Summer,None,Warehouse
100000850,14/05/24 17:13,Rebecca Johnson,"Hair Gel, Shampoo, Olive Oil",3,92.14,Mobile Payment,Seattle,25,Summer,BOGO (Buy One Get One),Warehouse
100000851,06/12/24 0:33,Mark White,Light Bulbs,1,24.64,Mobile Payment,Boston,10,Winter,BOGO (Buy One Get One),Warehouse
100000852,27/01/24 8:09,Andrew Rogers,"Olive Oil, Shaving Cream",2,60.47,UPI,Miami,20,Spring,None,Warehouse
100000853,14/01/20 3:03,Savannah Kelly,"Bread, Shampoo",2,53.74,Mobile Payment,Chicago,20,Summer,Discount on Selected Items,Warehouse
100000854,21/06/25 20:51,Emily White,Garden Hose,1,46.14,Credit Card,Miami,0,Summer,Discount on Selected Items,Warehouse
100000855,15/09/20 10:37,Justin Shepard,"Bread, Ketchup, Chicken",3,98.2,UPI,New York,15,Autumn,BOGO (Buy One Get One),Warehouse
100000856,23/05/22 14:48,Carmen Ruiz,Honey,1,83.56,Debit Card,Boston,15,Summer,None,Warehouse
100000857,25/11/23 22:33,Cheryl Ruiz,"Soda, Garden Hose",2,109.16,Debit Card,Boston,15,Summer,Discount on Selected Items,Warehouse
100000858,16/10/22 3:59,Joseph Gilbert,"Olive Oil, Soda",2,26.45,Debit Card,Los Angeles,10,Summer,BOGO (Buy One Get One),Warehouse
100000859,25/04/20 1:20,Cheryl Michael,"Light Bulbs, Vacuum Cleaner",2,52.49,Debit Card,Houston,30,Autumn,None,Warehouse
100000860,31/12/20 21:28,Andrew Kennedy,Shampoo,1,92.71,Mobile Payment,Seattle,25,Summer,None,Warehouse
100000861,12/02/20 18:38,Megan Stephens,"Spinach, Light Bulbs",2,27.06,Mobile Payment,Los Angeles,25,Winter,None,Warehouse
100000862,10/08/21 1:00,Michael Sanders,"Chicken, Shampoo",2,50.88,UPI,Seattle,0,Winter,None,Warehouse
100000863,15/05/22 11:39,Mary Webb,Toothpaste,1,111.66,Mobile Payment,Houston,25,Summer,BOGO (Buy One Get One),Warehouse
100000864,16/12/25 0:57,Taylor Bailey,"Shaving Cream, Olive Oil, Soda, Mustard",4,86.51,Mobile Payment,San Francisco,15,Winter,None,Warehouse
100000865,03/02/20 4:38,Mark Campbell,"Mustard, Shampoo",2,11.37,Credit Card,New York,15,Spring,Discount on Selected Items,Warehouse
100000866,09/09/24 16:22,Ruben Mills,"Honey, Dish Soap, Shaving Cream",3,26.73,Mobile Payment,Houston,0,Autumn,None,Warehouse
100000867,16/02/25 12:46,Michaela Coleman,Shaving Cream,1,96.82,Credit Card,New York,0,Winter,BOGO (Buy One Get One),Warehouse
100000868,02/08/22 7:37,James Foley,"Salmon, Olive Oil, Garden Hose, Soda",4,97.78,Mobile Payment,Seattle,20,Summer,None,Warehouse
100000869,09/01/24 6:34,Julia Fox,"Toothpaste, Shaving Cream, Trash Bags",3,113.54,Debit Card,Miami,0,Summer,Discount on Selected Items,Warehouse
100000870,22/06/21 16:58,Jennifer Stewart,Bread,1,27.6,UPI,Boston,5,Autumn,None,Warehouse
100000871,12/03/24 17:40,Rodney Bradshaw,Toothpaste,1,80.42,Mobile Payment,Los Angeles,5,Autumn,None,Warehouse
100000872,21/01/23 14:04,Robert Whitaker,"Trash Bags, Garden Hose",2,76.05,Credit Card,Boston,10,Winter,Discount on Selected Items,Warehouse
100000873,14/04/24 21:09,Ivan Norton,"Chicken, Ketchup",2,28.46,Debit Card,Seattle,30,Summer,BOGO (Buy One Get One),Warehouse
100000874,01/02/26 8:00,Victoria Gonzalez,Garden Hose,1,62.93,Mobile Payment,San Francisco,25,Summer,BOGO (Buy One Get One),Warehouse
100000875,29/03/20 22:55,Carl Davis,"Soda, Paper Towels, Shaving Cream, Trash Bags",4,10.8,Debit Card,Boston,0,Spring,Discount on Selected Items,Warehouse
100000876,13/10/22 16:45,Jackson Robinson,"Vacuum Cleaner, Mustard, Soda",3,13.98,Mobile Payment,Houston,30,Spring,None,Warehouse
100000877,12/10/23 8:37,Gail Ryan,"Light Bulbs, Dish Soap, Trash Bags",3,98.15,UPI,Miami,20,Winter,None,Warehouse
100000878,06/09/23 22:55,Jennifer Browning,"Honey, Salmon, Chicken",3,107.18,Debit Card,New York,30,Autumn,BOGO (Buy One Get One),Warehouse
100000879,10/08/22 21:23,Abigail Gutierrez,"Toothpaste, Ketchup, Light Bulbs, Olive Oil",4,13.05,Credit Card,Los Angeles,10,Autumn,Discount on Selected Items,Warehouse
100000880,30/05/25 12:16,Melissa Shields,"Light Bulbs, Ketchup",2,99.54,Credit Card,Miami,15,Summer,Discount on Selected Items,Warehouse
100000881,16/11/23 8:07,Summer Brock,Spinach,1,40.73,Credit Card,Los Angeles,10,Summer,None,Warehouse
100000882,22/07/24 4:22,Robert Wallace,"Olive Oil, Trash Bags",2,93.52,Credit Card,Chicago,25,Winter,BOGO (Buy One Get One),Warehouse
100000883,07/07/24 10:40,Paul Diaz,Toothpaste,1,112.28,Mobile Payment,Houston,15,Spring,Discount on Selected Items,Warehouse
100000884,02/03/21 0:21,Stefanie Mathis,"Hair Gel, Vacuum Cleaner, Soda, Bread",4,101.95,Mobile Payment,Houston,10,Winter,None,Warehouse
100000885,31/12/20 16:20,Stacey Carlson,"Dish Soap, Ketchup, Vacuum Cleaner, Shaving Cream",4,105.4,Debit Card,Houston,5,Summer,Discount on Selected Items,Warehouse
100000886,16/02/21 9:35,Kellie Raymond,"Toothpaste, Shampoo",2,100.34,Credit Card,New York,30,Spring,Discount on Selected Items,Warehouse
100000887,17/02/23 3:14,Lori Pierce,"Mustard, Toothpaste, Dish Soap, Spinach",4,25.42,UPI,Houston,0,Autumn,None,Warehouse
100000888,21/12/20 3:59,Helen Jimenez,"Shampoo, Shaving Cream, Garden Hose",3,38.14,Debit Card,Chicago,5,Winter,BOGO (Buy One Get One),Warehouse
100000889,01/01/26 16:47,Diana Davis,Spinach,1,59.05,Mobile Payment,San Francisco,20,Autumn,None,Warehouse
100000890,07/03/24 10:55,Tina Simon,"Shampoo, Ketchup, Shaving Cream",3,108.4,Credit Card,Houston,25,Spring,BOGO (Buy One Get One),Warehouse
100000891,29/08/24 7:00,Deborah Miller,"Dish Soap, Olive Oil, Garden Hose",3,46.63,Mobile Payment,San Francisco,5,Winter,Discount on Selected Items,Warehouse
100000892,23/09/23 13:58,Julia Whitaker,"Bread, Soda, Chicken, Hair Gel",4,64.61,Debit Card,San Francisco,30,Winter,None,Warehouse
100000893,13/09/22 16:19,Ryan Tyler,"Garden Hose, Shampoo, Honey, Toothpaste",4,118.52,Mobile Payment,Miami,15,Spring,None,Warehouse
100000894,15/06/22 5:26,Nicole Rodriguez,"Trash Bags, Shaving Cream, Toothpaste",3,47.98,Mobile Payment,Houston,25,Winter,Discount on Selected Items,Warehouse
100000895,24/01/25 15:28,David Sherman,"Trash Bags, Soda",2,80.42,Mobile Payment,San Francisco,10,Autumn,BOGO (Buy One Get One),Warehouse
100000896,13/10/25 7:52,Craig Maldonado,"Spinach, Light Bulbs, Chicken, Honey",4,29.76,Debit Card,Houston,0,Autumn,Discount on Selected Items,Warehouse
100000897,20/04/25 2:49,Penny Moon,"Light Bulbs, Spinach, Olive Oil, Trash Bags",4,110.97,UPI,Los Angeles,20,Spring,BOGO (Buy One Get One),Warehouse
100000898,25/09/24 21:49,Brandy Parker,"Salmon, Dish Soap, Garden Hose",3,29.15,Credit Card,Houston,25,Winter,Discount on Selected Items,Warehouse
100000899,10/01/22 13:27,Katherine Reed,"Trash Bags, Paper Towels, Mustard, Honey",4,80.1,Credit Card,Chicago,10,Summer,None,Warehouse
